Year,Zip,AgeGroup,Total
2013,95127,45-54,14
2013,95127,55-64,39
2013,95127,65-74,53
2013,95127,75-84,79
2013,95127,85+,91
2013,95128,45-54,19
2013,95128,55-64,26
2013,95128,65-74,37
2013,95128,75-84,57
2013,95128,85+,106
2013,95129,55-64,21
2013,95129,65-74,32
2013,95129,75-84,52
2013,95129,85+,80
2013,95130,55-64,11
2013,95130,75-84,25
2013,95130,85+,23
2013,95131,55-64,12
2013,95131,65-74,19
2013,95131,75-84,17
2013,95131,85+,29
2013,95132,45-54,18
2013,95132,55-64,29
2013,95132,65-74,27
2013,95132,75-84,58
2013,95132,85+,62
2013,95133,55-64,16
2013,95133,65-74,15
2013,95133,75-84,36
2013,95133,85+,41
2013,95135,65-74,22
2013,95135,75-84,54
2013,95135,85+,80
2013,95136,45-54,19
2013,95136,55-64,22
2013,95136,65-74,42
2013,95136,75-84,53
2013,95136,85+,56
2013,95138,65-74,16
2013,95138,75-84,15
2013,95138,85+,22
2013,95139,85+,13
2013,95148,35-44,11
2013,95148,45-54,17
2013,95148,55-64,31
2013,95148,65-74,36
2013,95148,75-84,52
2013,95148,85+,46
2013,95202,55-64,18
2013,95202,65-74,20
2013,95202,75-84,12
2013,95202,85+,20
2013,95203,35-44,11
2013,95203,45-54,16
2013,95203,55-64,30
2013,95203,65-74,25
2013,95203,75-84,22
2013,95203,85+,29
2013,95204,45-54,30
2013,95204,55-64,45
2013,95204,65-74,52
2013,95204,75-84,69
2013,95204,85+,118
2013,95205,35-44,14
2013,95205,45-54,26
2013,95205,55-64,58
2013,95205,65-74,36
2013,95205,75-84,42
2013,95205,85+,52
2013,95206,25-34,15
2013,95206,35-44,17
2013,95206,45-54,40
2013,95206,55-64,51
2013,95206,65-74,49
2013,95206,75-84,65
2013,95206,85+,78
2013,95207,35-44,19
2013,95207,45-54,28
2013,95207,55-64,65
2013,95207,65-74,75
2013,95207,75-84,98
2013,95207,85+,137
2013,95209,45-54,22
2013,95209,55-64,33
2013,95209,65-74,60
2013,95209,75-84,67
2013,95209,85+,120
2013,95210,35-44,14
2013,95210,45-54,24
2013,95210,55-64,53
2013,95210,65-74,55
2013,95210,75-84,71
2013,95210,85+,69
2013,95212,55-64,27
2013,95212,65-74,34
2013,95212,75-84,26
2013,95212,85+,55
2013,95215,45-54,17
2013,95215,55-64,34
2013,95215,65-74,52
2013,95215,75-84,48
2013,95215,85+,48
2013,95219,55-64,23
2013,95219,65-74,25
2013,95219,75-84,46
2013,95219,85+,54
2013,95220,75-84,14
2013,95220,85+,22
2013,95222,75-84,21
2013,95222,85+,25
2013,95223,65-74,12
2013,95223,85+,11
2013,95228,65-74,12
2013,95236,75-84,11
2013,95237,85+,14
2013,95240,25-34,12
2013,95240,35-44,12
2013,95240,45-54,30
2013,95240,55-64,52
2013,95240,65-74,51
2013,95240,75-84,87
2013,95240,85+,125
2013,95242,45-54,18
2013,95242,55-64,32
2013,95242,65-74,34
2013,95242,75-84,66
2013,95242,85+,99
2013,95247,75-84,15
2013,95247,85+,15
2013,95249,75-84,16
2013,95249,85+,21
2013,95252,55-64,16
2013,95252,65-74,24
2013,95252,75-84,28
2013,95252,85+,30
2013,95255,65-74,11
2013,95301,45-54,12
2013,95301,55-64,35
2013,95301,65-74,46
2013,95301,75-84,73
2013,95301,85+,86
2013,95304,55-64,11
2013,95304,65-74,15
2013,95304,75-84,18
2013,95304,85+,19
2013,95307,35-44,12
2013,95307,45-54,23
2013,95307,55-64,36
2013,95307,65-74,43
2013,95307,75-84,68
2013,95307,85+,53
2013,95315,75-84,15
2013,95315,85+,11
2013,95320,65-74,18
2013,95320,75-84,26
2013,95320,85+,42
2013,95321,75-84,17
2013,95321,85+,14
2013,95322,75-84,11
2013,95322,85+,25
2013,95324,75-84,17
2013,95324,85+,17
2013,95326,75-84,21
2013,95326,85+,39
2013,95327,45-54,12
2013,95327,65-74,18
2013,95327,75-84,25
2013,95327,85+,28
2013,95330,65-74,20
2013,95330,75-84,14
2013,95330,85+,19
2013,95334,65-74,14
2013,95334,75-84,23
2013,95334,85+,20
2013,95336,45-54,29
2013,95336,55-64,47
2013,95336,65-74,70
2013,95336,75-84,78
2013,95336,85+,100
2013,95337,45-54,14
2013,95337,55-64,23
2013,95337,65-74,32
2013,95337,75-84,46
2013,95337,85+,50
2013,95338,55-64,17
2013,95338,65-74,19
2013,95338,75-84,26
2013,95338,85+,43
2013,95340,45-54,30
2013,95340,55-64,51
2013,95340,65-74,46
2013,95340,75-84,74
2013,95340,85+,107
2013,95341,45-54,13
2013,95341,55-64,30
2013,95341,65-74,16
2013,95341,75-84,23
2013,95341,85+,37
2013,95348,45-54,15
2013,95348,55-64,29
2013,95348,65-74,21
2013,95348,75-84,38
2013,95348,85+,55
2013,95350,25-34,12
2013,95350,35-44,11
2013,95350,45-54,40
2013,95350,55-64,65
2013,95350,65-74,87
2013,95350,75-84,129
2013,95350,85+,208
2013,95351,25-34,13
2013,95351,35-44,11
2013,95351,45-54,34
2013,95351,55-64,59
2013,95351,65-74,49
2013,95351,75-84,67
2013,95351,85+,56
2013,95354,45-54,23
2013,95354,55-64,48
2013,95354,65-74,41
2013,95354,75-84,47
2013,95354,85+,52
2013,95355,35-44,14
2013,95355,45-54,26
2013,95355,55-64,67
2013,95355,65-74,101
2013,95355,75-84,135
2013,95355,85+,158
2013,95356,55-64,33
2013,95356,65-74,34
2013,95356,75-84,53
2013,95356,85+,61
2013,95357,45-54,12
2013,95357,55-64,17
2013,95357,65-74,18
2013,95357,75-84,22
2013,95357,85+,17
2013,95358,45-54,19
2013,95358,55-64,26
2013,95358,65-74,30
2013,95358,75-84,26
2013,95358,85+,51
2013,95360,55-64,14
2013,95360,65-74,22
2013,95360,75-84,13
2013,95360,85+,15
2013,95361,45-54,22
2013,95361,55-64,37
2013,95361,65-74,66
2013,95361,75-84,98
2013,95361,85+,93
2013,95363,45-54,11
2013,95363,55-64,23
2013,95363,65-74,26
2013,95363,75-84,32
2013,95363,85+,30
2013,95366,65-74,24
2013,95366,75-84,29
2013,95366,85+,55
2013,95367,45-54,16
2013,95367,55-64,24
2013,95367,65-74,22
2013,95367,75-84,37
2013,95367,85+,33
2013,95368,55-64,16
2013,95368,65-74,12
2013,95368,75-84,13
2013,95368,85+,13
2013,95370,45-54,17
2013,95370,55-64,52
2013,95370,65-74,58
2013,95370,75-84,96
2013,95370,85+,134
2013,95372,85+,11
2013,95376,45-54,26
2013,95376,55-64,51
2013,95376,65-74,53
2013,95376,75-84,60
2013,95376,85+,90
2013,95377,45-54,14
2013,95377,55-64,11
2013,95377,65-74,21
2013,95377,75-84,23
2013,95377,85+,14
2013,95379,65-74,14
2013,95379,85+,11
2013,95380,35-44,13
2013,95380,45-54,26
2013,95380,55-64,40
2013,95380,65-74,44
2013,95380,75-84,86
2013,95380,85+,94
2013,95382,45-54,14
2013,95382,55-64,31
2013,95382,65-74,36
2013,95382,75-84,67
2013,95382,85+,99
2013,95383,85+,11
2013,95386,55-64,13
2013,95386,75-84,12
2013,95386,85+,15
2013,95388,55-64,16
2013,95388,75-84,13
2013,95388,85+,15
2013,95401,45-54,18
2013,95401,55-64,40
2013,95401,65-74,44
2013,95401,75-84,60
2013,95401,85+,79
2013,95403,45-54,19
2013,95403,55-64,53
2013,95403,65-74,47
2013,95403,75-84,87
2013,95403,85+,161
2013,95404,45-54,17
2013,95404,55-64,46
2013,95404,65-74,57
2013,95404,75-84,65
2013,95404,85+,139
2013,95405,45-54,12
2013,95405,55-64,27
2013,95405,65-74,25
2013,95405,75-84,54
2013,95405,85+,97
2013,95407,45-54,18
2013,95407,55-64,30
2013,95407,65-74,31
2013,95407,75-84,43
2013,95407,85+,44
2013,95409,55-64,25
2013,95409,65-74,47
2013,95409,75-84,86
2013,95409,85+,226
2013,95422,45-54,24
2013,95422,55-64,64
2013,95422,65-74,55
2013,95422,75-84,40
2013,95422,85+,44
2013,95423,55-64,11
2013,95423,65-74,23
2013,95423,85+,18
2013,95425,55-64,11
2013,95425,65-74,13
2013,95425,75-84,23
2013,95425,85+,41
2013,95436,85+,23
2013,95437,55-64,31
2013,95437,65-74,26
2013,95437,75-84,29
2013,95437,85+,61
2013,95446,55-64,16
2013,95446,65-74,19
2013,95448,55-64,18
2013,95448,65-74,21
2013,95448,75-84,23
2013,95448,85+,68
2013,95451,55-64,17
2013,95451,65-74,21
2013,95451,75-84,25
2013,95451,85+,35
2013,95453,55-64,19
2013,95453,65-74,26
2013,95453,75-84,41
2013,95453,85+,56
2013,95457,65-74,13
2013,95458,55-64,11
2013,95458,75-84,12
2013,95458,85+,19
2013,95464,75-84,11
2013,95467,85+,12
2013,95470,65-74,12
2013,95470,75-84,16
2013,95470,85+,15
2013,95472,45-54,14
2013,95472,55-64,28
2013,95472,65-74,43
2013,95472,75-84,56
2013,95472,85+,91
2013,95476,45-54,12
2013,95476,55-64,40
2013,95476,65-74,71
2013,95476,75-84,87
2013,95476,85+,183
2013,95482,45-54,15
2013,95482,55-64,43
2013,95482,65-74,66
2013,95482,75-84,58
2013,95482,85+,120
2013,95490,55-64,24
2013,95490,65-74,27
2013,95490,75-84,39
2013,95490,85+,48
2013,95492,55-64,20
2013,95492,65-74,33
2013,95492,75-84,43
2013,95492,85+,63
2013,95501,35-44,16
2013,95501,45-54,26
2013,95501,55-64,64
2013,95501,65-74,35
2013,95501,75-84,68
2013,95501,85+,69
2013,95503,45-54,14
2013,95503,55-64,45
2013,95503,65-74,47
2013,95503,75-84,50
2013,95503,85+,94
2013,95519,55-64,29
2013,95519,65-74,34
2013,95519,75-84,21
2013,95519,85+,52
2013,95521,55-64,15
2013,95521,65-74,17
2013,95521,75-84,36
2013,95521,85+,22
2013,95531,45-54,13
2013,95531,55-64,42
2013,95531,65-74,39
2013,95531,75-84,58
2013,95531,85+,67
2013,95540,55-64,20
2013,95540,65-74,33
2013,95540,75-84,37
2013,95540,85+,68
2013,95546,55-64,12
2013,95562,85+,11
2013,95602,55-64,21
2013,95602,65-74,25
2013,95602,75-84,55
2013,95602,85+,80
2013,95603,45-54,19
2013,95603,55-64,31
2013,95603,65-74,47
2013,95603,75-84,76
2013,95603,85+,165
2013,95605,55-64,28
2013,95605,65-74,21
2013,95605,75-84,23
2013,95605,85+,26
2013,95608,25-34,14
2013,95608,35-44,16
2013,95608,45-54,40
2013,95608,55-64,83
2013,95608,65-74,104
2013,95608,75-84,177
2013,95608,85+,355
2013,95610,45-54,26
2013,95610,55-64,39
2013,95610,65-74,73
2013,95610,75-84,90
2013,95610,85+,108
2013,95616,55-64,19
2013,95616,65-74,17
2013,95616,75-84,46
2013,95616,85+,115
2013,95618,55-64,12
2013,95618,65-74,16
2013,95618,75-84,26
2013,95618,85+,32
2013,95619,75-84,15
2013,95619,85+,16
2013,95620,65-74,18
2013,95620,75-84,31
2013,95620,85+,28
2013,95621,35-44,11
2013,95621,45-54,21
2013,95621,55-64,59
2013,95621,65-74,60
2013,95621,75-84,116
2013,95621,85+,133
2013,95623,85+,15
2013,95624,45-54,21
2013,95624,55-64,47
2013,95624,65-74,53
2013,95624,75-84,81
2013,95624,85+,133
2013,95626,85+,13
2013,95628,45-54,17
2013,95628,55-64,47
2013,95628,65-74,62
2013,95628,75-84,99
2013,95628,85+,133
2013,95630,45-54,17
2013,95630,55-64,22
2013,95630,65-74,53
2013,95630,75-84,88
2013,95630,85+,132
2013,95631,55-64,11
2013,95631,65-74,14
2013,95631,75-84,14
2013,95631,85+,12
2013,95632,45-54,11
2013,95632,55-64,20
2013,95632,65-74,43
2013,95632,75-84,50
2013,95632,85+,59
2013,95640,65-74,16
2013,95640,75-84,22
2013,95640,85+,21
2013,95641,55-64,11
2013,95642,65-74,16
2013,95642,75-84,26
2013,95642,85+,49
2013,95648,45-54,18
2013,95648,55-64,34
2013,95648,65-74,84
2013,95648,75-84,133
2013,95648,85+,149
2013,95650,55-64,20
2013,95650,65-74,17
2013,95650,75-84,30
2013,95650,85+,31
2013,95658,65-74,12
2013,95658,75-84,16
2013,95658,85+,30
2013,95660,35-44,11
2013,95660,45-54,28
2013,95660,55-64,41
2013,95660,65-74,43
2013,95660,75-84,66
2013,95660,85+,62
2013,95661,45-54,12
2013,95661,55-64,25
2013,95661,65-74,49
2013,95661,75-84,87
2013,95661,85+,140
2013,95662,45-54,16
2013,95662,55-64,36
2013,95662,65-74,42
2013,95662,75-84,91
2013,95662,85+,115
2013,95665,75-84,19
2013,95665,85+,13
2013,95666,65-74,12
2013,95666,75-84,17
2013,95666,85+,14
2013,95667,45-54,13
2013,95667,55-64,54
2013,95667,65-74,73
2013,95667,75-84,84
2013,95667,85+,162
2013,95669,85+,12
2013,95670,45-54,41
2013,95670,55-64,53
2013,95670,65-74,67
2013,95670,75-84,121
2013,95670,85+,118
2013,95672,65-74,11
2013,95672,85+,13
2013,95673,45-54,13
2013,95673,55-64,25
2013,95673,65-74,23
2013,95673,75-84,29
2013,95673,85+,26
2013,95677,55-64,15
2013,95677,65-74,28
2013,95677,75-84,46
2013,95677,85+,79
2013,95678,35-44,12
2013,95678,45-54,24
2013,95678,55-64,27
2013,95678,65-74,35
2013,95678,75-84,68
2013,95678,85+,73
2013,95682,55-64,18
2013,95682,65-74,44
2013,95682,75-84,48
2013,95682,85+,98
2013,95683,75-84,17
2013,95683,85+,25
2013,95685,65-74,16
2013,95685,85+,26
2013,95687,35-44,13
2013,95687,45-54,47
2013,95687,55-64,75
2013,95687,65-74,86
2013,95687,75-84,113
2013,95687,85+,145
2013,95688,55-64,31
2013,95688,65-74,33
2013,95688,75-84,64
2013,95688,85+,71
2013,95691,45-54,24
2013,95691,55-64,41
2013,95691,65-74,50
2013,95691,75-84,61
2013,95691,85+,52
2013,95692,85+,11
2013,95693,65-74,12
2013,95693,85+,18
2013,95694,65-74,11
2013,95694,75-84,16
2013,95694,85+,12
2013,95695,35-44,11
2013,95695,45-54,26
2013,95695,55-64,42
2013,95695,65-74,46
2013,95695,75-84,83
2013,95695,85+,131
2013,95709,65-74,11
2013,95709,75-84,12
2013,95709,85+,15
2013,95713,55-64,12
2013,95713,65-74,12
2013,95713,75-84,21
2013,95713,85+,15
2013,95722,75-84,11
2013,95726,55-64,19
2013,95726,65-74,16
2013,95726,75-84,19
2013,95726,85+,20
2013,95746,55-64,13
2013,95746,65-74,19
2013,95746,75-84,25
2013,95746,85+,59
2013,95747,45-54,19
2013,95747,55-64,28
2013,95747,65-74,54
2013,95747,75-84,129
2013,95747,85+,167
2013,95757,55-64,19
2013,95757,65-74,35
2013,95757,75-84,31
2013,95757,85+,37
2013,95758,35-44,12
2013,95758,45-54,17
2013,95758,55-64,46
2013,95758,65-74,44
2013,95758,75-84,72
2013,95758,85+,101
2013,95762,55-64,19
2013,95762,65-74,23
2013,95762,75-84,36
2013,95762,85+,48
2013,95765,45-54,12
2013,95765,55-64,11
2013,95765,65-74,22
2013,95765,75-84,52
2013,95765,85+,63
2013,95776,45-54,11
2013,95776,55-64,19
2013,95776,65-74,18
2013,95776,75-84,23
2013,95776,85+,26
2013,95811,45-54,12
2013,95814,55-64,17
2013,95814,65-74,24
2013,95814,75-84,27
2013,95814,85+,27
2013,95815,45-54,34
2013,95815,55-64,52
2013,95815,65-74,40
2013,95815,75-84,36
2013,95815,85+,34
2013,95816,45-54,15
2013,95816,55-64,13
2013,95816,65-74,19
2013,95816,75-84,23
2013,95816,85+,39
2013,95817,45-54,11
2013,95817,55-64,16
2013,95817,65-74,12
2013,95817,75-84,21
2013,95817,85+,19
2013,95818,55-64,23
2013,95818,65-74,29
2013,95818,75-84,32
2013,95818,85+,65
2013,95819,55-64,18
2013,95819,65-74,19
2013,95819,75-84,28
2013,95819,85+,72
2013,95820,35-44,12
2013,95820,45-54,30
2013,95820,55-64,61
2013,95820,65-74,58
2013,95820,75-84,54
2013,95820,85+,72
2013,95821,45-54,29
2013,95821,55-64,61
2013,95821,65-74,54
2013,95821,75-84,79
2013,95821,85+,112
2013,95822,35-44,12
2013,95822,45-54,22
2013,95822,55-64,60
2013,95822,65-74,71
2013,95822,75-84,107
2013,95822,85+,166
2013,95823,25-34,12
2013,95823,35-44,15
2013,95823,45-54,51
2013,95823,55-64,87
2013,95823,65-74,92
2013,95823,75-84,105
2013,95823,85+,123
2013,95824,45-54,15
2013,95824,55-64,32
2013,95824,65-74,26
2013,95824,75-84,43
2013,95824,85+,39
2013,95825,45-54,16
2013,95825,55-64,43
2013,95825,65-74,51
2013,95825,75-84,68
2013,95825,85+,158
2013,95826,45-54,22
2013,95826,55-64,41
2013,95826,65-74,66
2013,95826,75-84,65
2013,95826,85+,66
2013,95827,45-54,14
2013,95827,55-64,35
2013,95827,65-74,32
2013,95827,75-84,26
2013,95827,85+,30
2013,95828,45-54,37
2013,95828,55-64,67
2013,95828,65-74,73
2013,95828,75-84,105
2013,95828,85+,109
2013,95829,45-54,11
2013,95829,55-64,15
2013,95829,65-74,20
2013,95829,75-84,22
2013,95829,85+,24
2013,95831,45-54,12
2013,95831,55-64,37
2013,95831,65-74,49
2013,95831,75-84,87
2013,95831,85+,154
2013,95832,45-54,11
2013,95832,55-64,15
2013,95832,65-74,12
2013,95832,75-84,13
2013,95833,45-54,15
2013,95833,55-64,38
2013,95833,65-74,33
2013,95833,75-84,24
2013,95833,85+,31
2013,95834,55-64,16
2013,95834,65-74,20
2013,95834,75-84,20
2013,95834,85+,30
2013,95835,55-64,24
2013,95835,65-74,28
2013,95835,75-84,35
2013,95835,85+,13
2013,95838,25-34,12
2013,95838,45-54,25
2013,95838,55-64,55
2013,95838,65-74,54
2013,95838,75-84,56
2013,95838,85+,53
2013,95841,45-54,18
2013,95841,55-64,21
2013,95841,65-74,27
2013,95841,75-84,54
2013,95841,85+,42
2013,95842,35-44,11
2013,95842,45-54,28
2013,95842,55-64,46
2013,95842,65-74,46
2013,95842,75-84,51
2013,95842,85+,44
2013,95843,35-44,14
2013,95843,55-64,37
2013,95843,65-74,33
2013,95843,75-84,41
2013,95843,85+,36
2013,95864,55-64,13
2013,95864,65-74,26
2013,95864,75-84,58
2013,95864,85+,96
2013,95901,45-54,23
2013,95901,55-64,45
2013,95901,65-74,47
2013,95901,75-84,72
2013,95901,85+,74
2013,95926,45-54,13
2013,95926,55-64,36
2013,95926,65-74,42
2013,95926,75-84,52
2013,95926,85+,113
2013,95928,45-54,17
2013,95928,55-64,36
2013,95928,65-74,43
2013,95928,75-84,41
2013,95928,85+,123
2013,95932,55-64,12
2013,95932,65-74,12
2013,95932,75-84,20
2013,95932,85+,13
2013,95938,85+,15
2013,95945,45-54,15
2013,95945,55-64,36
2013,95945,65-74,55
2013,95945,75-84,74
2013,95945,85+,193
2013,95946,65-74,23
2013,95946,75-84,31
2013,95946,85+,38
2013,95948,55-64,13
2013,95948,65-74,14
2013,95948,75-84,22
2013,95948,85+,41
2013,95949,55-64,26
2013,95949,65-74,34
2013,95949,75-84,54
2013,95949,85+,84
2013,95953,55-64,12
2013,95953,65-74,18
2013,95953,75-84,22
2013,95953,85+,17
2013,95954,55-64,23
2013,95954,65-74,32
2013,95954,75-84,39
2013,95954,85+,50
2013,95959,55-64,23
2013,95959,65-74,27
2013,95959,75-84,29
2013,95959,85+,56
2013,95961,45-54,16
2013,95961,55-64,33
2013,95961,65-74,31
2013,95961,75-84,35
2013,95961,85+,42
2013,95963,55-64,17
2013,95963,65-74,25
2013,95963,75-84,29
2013,95963,85+,42
2013,95965,45-54,23
2013,95965,55-64,32
2013,95965,65-74,42
2013,95965,75-84,54
2013,95965,85+,78
2013,95966,45-54,26
2013,95966,55-64,48
2013,95966,65-74,86
2013,95966,75-84,81
2013,95966,85+,132
2013,95969,45-54,16
2013,95969,55-64,35
2013,95969,65-74,50
2013,95969,75-84,109
2013,95969,85+,192
2013,95971,75-84,16
2013,95971,85+,23
2013,95973,45-54,11
2013,95973,55-64,31
2013,95973,65-74,38
2013,95973,75-84,59
2013,95973,85+,101
2013,95987,85+,13
2013,95988,55-64,13
2013,95988,65-74,17
2013,95988,75-84,24
2013,95988,85+,23
2013,95991,25-34,11
2013,95991,35-44,13
2013,95991,45-54,22
2013,95991,55-64,36
2013,95991,65-74,55
2013,95991,75-84,70
2013,95991,85+,97
2013,95993,45-54,12
2013,95993,55-64,38
2013,95993,65-74,42
2013,95993,75-84,72
2013,95993,85+,64
2013,96001,45-54,31
2013,96001,55-64,59
2013,96001,65-74,79
2013,96001,75-84,89
2013,96001,85+,121
2013,96002,45-54,20
2013,96002,55-64,40
2013,96002,65-74,77
2013,96002,75-84,98
2013,96002,85+,140
2013,96003,45-54,33
2013,96003,55-64,67
2013,96003,65-74,87
2013,96003,75-84,127
2013,96003,85+,216
2013,96007,45-54,17
2013,96007,55-64,56
2013,96007,65-74,51
2013,96007,75-84,78
2013,96007,85+,76
2013,96013,85+,13
2013,96019,55-64,18
2013,96019,65-74,15
2013,96019,75-84,32
2013,96019,85+,23
2013,96021,45-54,19
2013,96021,55-64,23
2013,96021,65-74,26
2013,96021,75-84,38
2013,96021,85+,38
2013,96022,55-64,24
2013,96022,65-74,38
2013,96022,75-84,32
2013,96022,85+,34
2013,96025,65-74,12
2013,96027,85+,12
2013,96064,65-74,11
2013,96064,75-84,14
2013,96064,85+,16
2013,96067,65-74,24
2013,96067,75-84,20
2013,96067,85+,34
2013,96073,75-84,13
2013,96073,85+,14
2013,96080,25-34,11
2013,96080,45-54,26
2013,96080,55-64,54
2013,96080,65-74,66
2013,96080,75-84,82
2013,96080,85+,109
2013,96088,65-74,18
2013,96088,75-84,11
2013,96088,85+,14
2013,96093,75-84,13
2013,96093,85+,17
2013,96094,55-64,12
2013,96094,65-74,14
2013,96094,75-84,18
2013,96094,85+,22
2013,96097,55-64,17
2013,96097,65-74,26
2013,96097,75-84,37
2013,96097,85+,58
2013,96101,65-74,14
2013,96101,75-84,13
2013,96101,85+,14
2013,96122,85+,17
2013,96130,45-54,13
2013,96130,55-64,26
2013,96130,65-74,30
2013,96130,75-84,22
2013,96130,85+,45
2013,96137,65-74,13
2013,96137,85+,12
2013,96150,45-54,16
2013,96150,55-64,44
2013,96150,65-74,31
2013,96150,75-84,27
2013,96150,85+,29
2013,96161,55-64,12
2013,96161,65-74,17
2013,96161,75-84,12
2013,96161,85+,11
2013,99998,Under 1,2258
2013,99998,1-4,372
2013,99998,5-14,560
2013,99998,15-24,2768
2013,99998,25-34,3542
2013,99998,35-44,4217
2013,99998,45-54,3377
2013,99998,55-64,2673
2013,99998,65-74,2339
2013,99998,75-84,2057
2013,99998,85+,1979
2013,99998,UNK,0
2013,99999,25-34,11
2013,99999,35-44,19
2013,99999,45-54,48
2013,99999,55-64,58
2013,99999,65-74,33
2013,99999,85+,12
2014,90001,35-44,19
2014,90001,45-54,30
2014,90001,55-64,35
2014,90001,65-74,43
2014,90001,75-84,50
2014,90001,85+,51
2014,90002,25-34,11
2014,90002,35-44,13
2014,90002,45-54,27
2014,90002,55-64,33
2014,90002,65-74,43
2014,90002,75-84,43
2014,90002,85+,43
2014,90003,Under 1,12
2014,90003,25-34,21
2014,90003,35-44,19
2014,90003,45-54,42
2014,90003,55-64,66
2014,90003,65-74,47
2014,90003,75-84,68
2014,90003,85+,40
2014,90004,45-54,20
2014,90004,55-64,40
2014,90004,65-74,45
2014,90004,75-84,40
